y,U_0
-23.562585969738652, 0.0037674919268030145
-22.613480055020634, 0.005801937567276642
-21.870701513067402, 0.008589881593110874
-20.96286107290234, 0.011302475780409044
-20.220082530949107, 0.014843918191603878
-19.27097661623109, 0.01831001076426265
-18.44566712517194, 0.021550053821313243
-17.66162310866575, 0.024337997847147474
-16.87757909215956, 0.027351991388589885
-16.052269601100413, 0.030139935414424116
-15.144429160935351, 0.03307857911733047
-14.360385144429161, 0.03601722282023682
-13.535075653370015, 0.03925726587728741
-12.66850068775791, 0.041969860064585585
-11.925722145804677, 0.04438105489773951
-11.059147180192575, 0.04679224973089344
-10.233837689133427, 0.04867599569429495
-9.449793672627237, 0.05033369214208827
-8.583218707015131, 0.05184068891280948
-7.7579092159559835, 0.052744886975242204
-6.850068775790923, 0.05395048439181917
-6.066024759284733, 0.05470398277717977
-5.2819807427785435, 0.05560818083961249
-4.456671251719396, 0.05613562970936491
-3.59009628610729, 0.05681377825618946
-2.8060522696011034, 0.057491926803014
-2.0220082530949135, 0.05794402583423036
-1.0729023383768919, 0.05839612486544672
-1.0729023383768919, 0.05839612486544672
-0.28885832187070193, 0.05862217438105491
0.495185694635488, 0.05884822389666309
0.495185694635488, 0.05884822389666309
1.279229711141678, 0.05862217438105491
2.104539202200826, 0.058245425188374604
3.012379642365886, 0.05764262648008612
3.7964236588720723, 0.057115177610333696
4.580467675378266, 0.056437029063509156
5.364511691884452, 0.05568353067814855
6.107290233837688, 0.05470398277717977
6.891334250343874, 0.05379978471474705
7.7579092159559835, 0.052744886975242204
8.665749656121044, 0.051237890204521
9.573590096286104, 0.04950484391819161
10.357634112792297, 0.04731969860064586
11.2242090784044, 0.04551130247578042
12.008253094910586, 0.04340150699677073
12.008253094910586, 0.04340150699677073
12.833562585969737, 0.0413670613562971
13.823933975240713, 0.039181916038751353
14.566712517193949, 0.037147470398277725
15.309491059147177, 0.03466092572658774
16.17606602475928, 0.03157158234660926
17.00137551581843, 0.02840688912809473
17.785419532324617, 0.025016146393972018
18.651994497936727, 0.021550053821313243
19.436038514442913, 0.01815931108719053
20.38514442916093, 0.014617868675995696
21.08665749656121, 0.012131324004305707
21.95323246217331, 0.009569429494079656
22.81980742778542, 0.003918191603875135